88807,Jeremy Jones,2002-11-29,31604510
11717,Dennis Contreras,2004-10-11,34415842
16175,Daniel Lang,2002-01-22,85303895
53195,Grant Hawkins,2004-10-23,87031634
33229,George Martinez,2005-07-06,95137941
75730,Susan Sanders,1999-09-12,70360325
80964,Daniel Hess,2004-02-23,76058914
60958,Derrick Cortez,2004-11-08,70489477
64526,Cody Phillips,2005-03-13,65914458
32922,Alec Santos,2002-08-18,29779069
15966,Aaron Ray,2000-02-24,88982982
65398,Mary Gonzalez,2002-03-03,93732715
78241,Justin Jackson,2003-07-15,71347982
31381,Brittany Vargas,1999-12-29,37049373
20961,Gary Scott,2006-12-16,76606071
24760,Alyssa Johnson,2003-01-16,30509094
85816,Mark Blair,2001-11-25,98903791
29533,Mary Mendoza,2004-09-12,42802022
62610,Erin Nunez,2002-05-17,70561643
48293,Thomas Moore,2006-01-28,93752380
92566,Nathan Reynolds,2004-01-10,47364322
22668,Mr. Ruben Perez,2006-01-13,34842396
82929,Sarah Baker,2000-04-20,78608004
97307,Michele Macdonald,2002-01-27,49463726
79089,Rachel Roman,2002-04-26,36805693
30830,Joshua Rodgers,1999-06-08,69289128
16842,Lindsey Morrison,2004-10-15,96943869
50378,James White,2000-08-09,43956543
75474,Kathryn Cruz,1999-06-01,56069171
34797,Elizabeth Huffman,2005-02-24,20680227
75230,Donna Moon,2005-10-13,24449714
21803,Jesus Gutierrez,2003-07-03,47907771
55278,Claudia Johnson,2000-09-11,39656975
54959,Kendra Jackson,2004-01-23,26795953
14221,Ryan Lester,2000-02-05,41291485
98553,Kim Turner,2004-10-17,58135220
90368,Julie Obrien,2005-08-30,73394172
16483,Derrick Wilkins,2002-09-01,97006867
49468,Tammy Castillo,1999-08-04,22843699
93962,Michelle Ho,2000-11-15,74504774
38614,Kurt Schwartz,2001-02-14,79091450
14757,Aaron Silva,2004-12-04,45596177
14985,Brandon Nichols,2003-06-19,73545433
58627,Robert Wolfe,2006-12-13,69191890
57382,Scott Walker,2003-05-09,74338421
54306,Robin Nash,1999-08-08,21034035
27393,Laura Brooks,2005-01-25,59089455
53417,Tiffany Vaughan,2005-03-26,33487868
29479,Tammy Choi,2000-09-20,67207171
43184,Sean Wilson,2006-07-16,55534566
90821,Robert Suarez,2006-09-20,66464645
84833,James Martin,2006-10-19,38193601
65334,Ruben Charles,2007-01-09,83721409
54241,James Herman,2002-04-12,21001539
87326,Matthew Campbell,2005-05-30,31423560
38669,Jose Murphy,2006-01-31,99793524
53097,Michele Jones,2002-10-09,36938725
15587,Laurie Howell,2005-04-12,97286477
80117,Dennis Hall,2006-08-03,77448038
41537,Jocelyn Carr,2006-02-28,83108155
67048,Rebecca Mccarthy,2002-09-10,42920257
87251,Tina Gray,2001-09-13,79096819
99922,Connor Hawkins,2002-08-09,75608839
88495,Denise Jackson,2001-10-24,27363820
15061,Austin Evans,2002-07-29,78046945
68939,James Howell,1999-05-21,73233692
62216,Stacy Haas,2006-06-13,62257357
62152,Richard Lane,2002-02-06,45356133
84089,Raymond Acosta,2000-11-30,99450111
50391,Justin Walker,2004-02-22,36235412
54823,Wanda Ramirez,2006-03-03,23306085
38806,Jennifer Pratt,2003-12-11,78483974
69837,Richard Thompson,2000-11-20,27445412
79008,Melinda Wall,2002-05-03,86685289
76848,Anthony Bell,2004-04-20,21777011
82055,Patricia Hickman,2004-11-01,51847812
89445,Sean Sanders,2002-07-11,69030355
16481,Bradley Evans,2006-12-01,35869982
86171,Amy Wright,2005-03-04,31226798
63407,Michael Maynard,1999-07-25,37420351
95116,Cheyenne Harrell,2002-08-25,21120082
45628,Stephanie Jimenez,2004-12-23,44581979
76415,Cathy Sanders,2002-07-26,87892387
13336,Meghan Martinez,2002-08-22,80272656
35860,Carolyn Brown,2005-03-02,46053776
59118,Holly Bray,2005-04-20,23470797
74725,Michael Simon,2002-07-24,79098084
89282,Christopher Clark,1999-07-09,49216685
74525,Ryan Herman,1999-07-19,21641863
35910,Crystal Ewing,2001-03-26,34289599
12038,Dalton Walters,2006-11-01,58680023
24342,Monica Scott,2001-08-19,94824251
67438,Joel Santana,2006-07-22,80977869
53315,Roy Gonzalez,2007-03-30,35254811
29467,Gabriel Lyons,1999-11-03,84781056
77634,Nicholas Chandler,2002-05-19,57724982
58179,Leslie Stokes,2003-03-28,46689178
38011,Hannah Carter,1999-12-14,48310381
52758,Heather Ramsey,2004-05-31,80621935
36602,Cody Mccann,2001-12-30,34025041
27996,Ashley Yang,2004-12-05,30227046
65860,Brandon Blevins,2001-11-30,64895762
84354,Marc Smith,2005-11-24,85875094
61080,Matthew Hernandez,2000-09-09,58720832
16279,Brian Warren,2002-08-22,63520155
93407,Laura Aguirre,2006-11-06,25794325
83325,Angela Ritter,2004-07-26,43786960
52970,Jeffrey Mcclain,2000-05-15,30614087
98301,Annette Miller,2001-07-28,71133724
88484,John Mcconnell,2005-04-02,23782779
29311,Teresa Gardner,2002-08-28,54439566
99041,Jacqueline Williams,2001-02-17,94439372
21035,Benjamin Reed,2004-11-25,98267257
83311,Patricia Cameron,1999-09-07,64024693
63692,Kathryn Banks,2002-09-16,88008272
67730,Molly Lang,2002-07-31,70401108
89542,Michael Graves,2002-09-05,81911853
84872,Jennifer Castro,2004-02-28,37728069
97894,Chloe Molina,2005-01-21,71640358
29086,Caitlyn Walker,2001-11-28,67970894
82420,Johnny Young,2006-04-13,40368175
80003,Benjamin Daniels,2005-04-17,54855993
96732,Alicia Powell,2003-03-07,66876028
52291,Megan Grant,2002-12-08,73312561
62944,Elijah Johnson,1999-07-22,99921448
97751,Melissa Cummings,2000-11-13,86075133
71374,Bryan Hanson,1999-10-27,23133422
59424,Jasmine Lee,2000-10-03,48936119
72394,Chase Craig,2005-03-26,95735416
54204,Karina Marks,1999-10-03,63944748
86853,Timothy Parsons,2007-04-19,36838099
80625,Emily Herrera,2000-03-28,88810778
33150,Julie Bowman,2002-11-11,79363204
55299,Kayla Knight,2005-01-21,22966595
72051,Ashley Bell,2001-02-09,68215099
75089,Kevin Matthews,2007-05-03,40371477
98269,Angela Young,2000-01-17,91710610
96736,Jose Garcia,2002-01-04,25884037
41728,Adam Hanna,2007-04-10,53720339
73600,Monique Mcdaniel,2004-06-16,75901714
16683,Alison Harris,2002-01-25,44699643
51852,Christina Kelly,2002-01-10,35580711
80192,Stephen Ross,2006-02-24,75487807
34770,Michael Garza MD,2002-08-18,60551442
14824,Jason Cruz,2006-04-09,31869607
72677,Andrea Williams,2002-03-14,42373857
80909,Barbara Morton,2002-11-16,78244077
41095,Nicole Young,2005-07-27,34162876
25715,Carolyn Collins,2005-01-26,79741910
33028,Brenda Dunlap,2004-04-03,22946554
10113,Gary Copeland,2007-02-28,77399683
88231,Bridget Lewis,2001-07-23,27659355
44405,Paul Miller,1999-12-20,89351298
59804,Donna Mason,2006-12-11,24623213
26655,Paul Moreno,2001-04-05,23124348
84122,Amy Newton,2001-01-15,62422436
25766,Kenneth Brown,2002-09-15,90266637
73981,Kathleen Cochran,2002-06-14,38711052
34964,Nicholas Underwood,2005-12-24,48536784
25419,Donald Taylor,2000-08-03,83263514
89685,Jacob Gilbert,1999-11-04,23980825
99393,Dr. Craig Rodgers,2002-06-08,54690411
41485,James Fuentes,2003-12-23,68211761
32488,Angela Scott,1999-06-03,91458425
87975,Isabel Campos,2006-07-31,93548250
55397,James Knapp,2002-12-14,93047971
76516,Crystal Bailey,2005-07-27,22035191
10082,Lisa Parsons,2001-09-13,42834071
55288,Frank Cole,2004-01-16,58849037
51946,Keith Davis,2000-12-20,83598135
13970,Nathan Brown,2002-05-08,48230902
27044,Shawn Hubbard,2003-01-05,99981911
94587,Charles Johnson,2001-03-15,45852695
84827,Gabriella Miller,2003-06-06,50034980
32357,Bethany Simon,2004-09-07,49442343
66982,Jamie Williams,2006-06-22,76590445
35368,Robin Day,2006-01-20,28183736
40174,Tina Mclaughlin,2000-05-18,29938421
21471,Jennifer Griffin,2003-03-20,71568911
95389,Aaron Vargas,2006-07-05,41083487
51256,Timothy Miller,2003-11-07,85334196
62322,John Mata,2005-11-28,32166396
68336,Marcus Barr,2005-04-10,44680115
95584,Thomas Fisher,2002-04-29,73939906
73482,Jasmine Olsen,2002-08-14,93288383
68649,Jenny Brown,2006-07-23,67357050
89389,Luke Snyder,2001-06-14,87268825
80469,Sherry Stanley,2004-08-05,47661103
67005,Stephen Williams,2005-02-15,28262128
93930,Wendy Weber,2007-01-30,35666489
94520,Thomas Harris,2004-05-22,52039612
97057,Edward Alvarez,2005-02-18,95837571
19769,Jerry Moreno,1999-08-15,76637947
89086,Daniel Hale DDS,2002-05-20,76731257
81806,Diane Hart,2006-11-13,78087336
17778,Robert Maddox,2005-08-09,78791640
55830,Lisa Nelson,2007-01-06,93979638
65483,Jessica Crosby,2001-02-18,94930304
52666,Michael Gregory,2002-12-30,74180558
42441,Omar Snyder,2003-02-07,35088387
92364,Ashley Smith,2003-02-12,36154356
26891,April Cervantes,2002-08-30,32150296
64289,Elizabeth Robertson,2005-06-08,91898403
47019,Stacy Maxwell,2005-09-30,84299184
90688,Christopher Lee,2002-02-05,25500969
58262,Tiffany Foster,2000-07-05,61454597
34824,Howard Carrillo,2004-07-20,55487021
84413,Renee Cox,2006-01-27,56838942
96015,Michael Holland,2004-05-11,37579995
89517,Vanessa Sherman,2003-05-30,34503917
23206,Terry Allen,2003-06-12,65482431
61426,Justin Roberts,2002-08-05,92016552
26805,Rachel Miller,2000-08-19,78926877
46795,Brandon Baird,2000-04-14,52459488
68631,Jeffrey Marshall,2007-02-27,98031249
91516,Matthew Zhang,2002-10-23,27162907
47686,Mitchell Hill,1999-08-14,75949236
68315,Joan Silva,2007-01-13,25794912
75688,Olivia Richardson,2001-08-12,80234940
54747,Mariah Miller,2002-02-17,82629083
51899,Austin Schmitt,2001-04-16,68735075
45840,Caroline Hicks,2004-03-01,39338524
19634,Leah Jackson,2003-09-06,44173645
70615,Brandon Perez,2005-05-29,43855193
30678,Samuel Porter,2002-02-25,96649911
47974,Christopher Davis,2002-03-23,66290771
77957,Brittany James,2003-03-13,26887791
86690,Nancy Hall,2005-06-19,68161589
71839,Lisa Serrano,2002-10-21,80974720
58496,Chelsea Stokes,2001-03-08,47875223
33267,Valerie Day,2004-04-11,64947597
51043,Robin Downs,2001-12-13,64307399
70107,Lynn Thompson,1999-11-15,28968364
34906,Troy Thompson,2006-02-16,50729185
22350,Jesse Lee,1999-05-29,27744321
25620,Ashley Smith,2001-07-03,58137661
62139,Christopher Thompson,2001-03-02,60739554
94080,Joseph Spence,2002-04-05,32956817
78432,Jesus Marsh,2000-07-23,51881419
48333,Chelsea Alvarez,2001-10-15,52023227
54165,Tyrone Nelson,2002-05-23,44123060
43005,Ann Simmons,2005-03-02,38678025
77976,John Wiggins,2000-11-25,43408002
97368,Melinda Wood,2003-08-03,32554746
84185,Sara Woods,2001-02-25,91404771
32334,Jonathan Reid,2006-06-11,48422839
95886,Teresa Gentry,2005-05-07,77309870
50190,Sarah Moon,2006-10-04,41822651
64672,Joseph Charles,2000-12-31,86388446
26284,Mr. Jeffery Smith,2005-10-18,30822312
10419,Eric Barrett,2006-11-21,36959655
76720,Kerri Hood,2002-12-19,51572126
28449,Sean Miller,2006-02-05,44483485
45709,James Barton,2005-09-30,45373927
11478,Justin Page,2001-04-03,30757824
97862,Samantha Cook,2005-11-09,82545001
74845,Christian Hall,2003-06-16,83137338
18206,Marvin Marquez,2000-12-18,90783057
61672,Mrs. Allison Dudley,2000-08-11,29820209
68945,Mark Carpenter,1999-05-27,39674168
72338,Christopher Murray,2004-11-07,23530355
22074,Heidi Howe,2004-05-19,87950061
27669,Derek Anderson PhD,2005-05-21,97769022
70233,Lauren Lewis,2001-01-26,93144901
13072,Robert Moore,2005-08-12,54607600
28185,Mrs. Rita Scott,2001-07-31,67596560
41206,Stephanie Mccarty,2000-09-05,47987457
86219,Robert Brady,2000-10-10,92502236
83021,David Walker,2003-09-19,57422252
18884,William Jimenez,2002-11-23,45438671
93589,Michael Lambert,2001-01-09,55117196
71027,Andrea Moyer,2005-02-11,73579769
54571,Robin Griffin,2006-07-02,66003600
74345,Jacqueline Aguilar,1999-09-23,74998358
59396,Tracey Mcguire,2001-08-14,68882431
32725,Angela Smith,2003-01-27,47748354
45058,Susan Rowland,2005-12-17,73744327
42556,Curtis Zavala,1999-08-11,94946996
18156,Aaron Howard,2005-07-22,41640185
43924,Juan Williams,2007-04-05,92294069
24279,Antonio Graham,2005-06-15,26064476
23914,Jamie Reed,2004-11-30,23991345
52372,Richard Lopez,2000-08-04,26150740
85255,Ann Greene,2006-11-01,22107367
62059,Steven Freeman,2003-03-26,55494301
52979,Eric Arnold,2005-07-16,56810892
97563,Tony Avila,2002-06-29,91865755
29325,Thomas Carr,2003-05-26,88412955
58740,John Anderson,1999-10-31,45468467
45263,Deborah Bell,2005-09-03,39054803
93819,Edward Aguilar,2002-09-01,92035688
69078,Melanie Richardson,2005-07-21,24640319
86035,Philip Watson,2004-02-25,76397249
93594,Perry Harper,2003-10-11,77207903
16977,James Ryan,2007-03-04,36732305
29793,Travis Patton,2005-01-09,63126763
89541,Carrie Rivera,2001-05-13,50088702
33289,Nicole Williamson,2006-02-08,73444761
33366,Rebecca Fuentes,2000-01-31,59533757
65760,Tara Murphy,2002-08-16,78158901
73172,Robert Cox,2005-04-22,98465318
35246,Shannon Chen,2003-01-16,67140179
86918,Danielle Thomas,1999-09-01,68051612
17319,Lawrence Ford,2005-01-31,39839597
69760,Curtis Wright,2003-09-14,23479753
73487,Heather Carter,2001-11-12,60717735
74964,Matthew Wilson,2000-05-24,29235082
78166,Nathan Sanchez,2007-04-12,67252119
69180,Trevor Russell,2007-03-05,30093336
23330,Edwin Patterson,2004-08-28,66144927
31808,David Farrell,2002-10-03,24405332
97093,Emily Martin,2003-06-10,30532079
85089,Jenny Schmidt,2003-01-19,42663842
83487,Joseph Stephens,2007-01-16,27177055
42196,Brian Sexton,2004-05-09,66436872
56481,Phillip Morales,2003-09-24,69832570
14621,James Collins,2006-03-07,59524593
26416,Lindsey Burns,2003-09-12,84744794
46547,James King,2001-08-28,70683278
28418,Alan Cannon,2005-05-04,94427854
29470,Carolyn Douglas,2006-08-02,98563432
57700,Julie Johnson,2003-07-13,83064444
34034,Mason Webb,2002-04-02,86668635
99448,Charles Carey,2006-11-28,21268026
44851,Billy Williams,2003-10-20,54415435
12755,Lisa Dominguez,2001-11-16,46785965
29202,Kelly Brown,2003-01-10,24061577
31911,Jennifer Barnett,2000-11-04,85248949
66241,Kim Moore,2001-10-11,96517728
63635,Megan Jones,2001-11-18,27786910
18779,John Ryan,1999-06-05,35747565
39524,Maria Atkins,2002-03-09,25616444
47104,Frank Lopez,2007-01-26,84082426
63025,Kathryn Harris,2002-04-16,89869014
45740,William Young,2000-08-08,63645880
80057,Derrick Mcfarland,2000-06-08,58014410
52509,Thomas Smith,1999-10-06,44523306
15547,Mr. John Mills PhD,2006-10-24,48011382
37066,Patricia Vasquez,1999-05-17,70712066
46392,Kimberly Long,2007-02-25,53831629
44322,Joseph Strong,2001-06-16,76844014
15842,Kylie Hansen,2000-03-06,74622921
56445,Cole Jackson,2005-02-05,39113225
96151,Brandi Lopez,2003-08-26,94890645
64701,Robert Herring,2001-08-23,88082510
81831,Rebecca Miller,2003-08-19,40696232
26896,Gary Lee,2004-04-30,50265406
71939,Jon Smith,2001-04-10,90573944
90160,Cody Hall,2006-06-02,95689495
72511,Amy Marquez,2000-11-14,87310239
70574,James Bryant,2001-05-25,97446363
18269,Timothy Torres,1999-12-26,34100910
14131,Robert Thompson,2004-10-18,75189926
25363,Seth Tucker,2003-02-07,32390938
45806,Andrew Jones,2003-10-21,81578908
81517,Robert Jones,2002-03-06,88597197
64375,John Cervantes,2002-11-14,92931942
37406,Thomas Mullins,2006-04-26,26064845
85844,Juan Robbins,2001-07-13,73381309
82746,Madeline Smith,2002-11-24,25100483
93129,Lisa Webb,2006-01-27,57000718
75480,Larry Perry,2003-07-26,87169228
83782,Timothy Norris,2000-05-08,41698525
42512,Julie Scott,2005-10-22,35414002
86217,Jennifer Kelly,1999-11-23,80130384
21801,Dean Walker,2000-05-25,40762696
63768,Amanda Winters,2001-05-31,57634413
86076,Matthew Barton,2001-05-11,90279999
74311,Mark Patton,2001-04-13,69830437
91876,Ian Anderson,2003-01-17,98519474
57677,Jenny Ashley,2007-02-25,67965924
80461,Erica Luna,2000-08-09,72959426
78073,Brittany Chase,2005-04-03,96437765
98549,Dale Levy,2006-02-25,39848083
18243,Regina Petty,2002-05-28,24709187
41928,Amber Cole,2001-05-29,58398012
71025,Walter Williams,2003-06-20,88188645
56167,Christopher Todd,2005-11-24,48319628
44934,Mary West,2001-12-15,48869206
74757,Christian Henry,2006-10-01,94680893
96157,William Wallace,2001-08-20,64210186
25117,William Clayton,2000-07-09,91074585
56360,Kevin Nielsen,2002-06-16,83528951
76507,Alan Odonnell,2000-04-02,97352714
47744,Angela Reid,2000-05-19,85275955
18834,Russell Mccormick,2004-11-21,62434588
71016,David Jones,2003-06-20,59303692
61483,Debra Franklin,2000-05-17,92270671
81042,Karl Christensen,1999-12-15,28665217
80709,Dr. Joseph Marshall,2000-07-31,84411533
75818,Samantha Rice,2006-06-01,26427908
81036,Maria Smith,2006-04-22,37604477
50997,Jill Lopez,2006-08-06,42343943
32011,Thomas Huynh,2001-09-20,64497199
53205,Stephen Thomas,2004-12-01,64282986
86680,Christine Torres,1999-07-21,96726263
35910,Marco Cooke,2003-06-19,95600732
30938,Cameron Brown,2005-10-25,59538925
48924,Eric Bond,2001-07-15,69134019
97206,Brian Ortiz,2005-01-07,86692592
26198,Beth Ward,2004-06-26,30628563
